group_key,example_uttid,missing_texts,missing_count,total_segments,asr_result_raw_example
education_autoeval-deebfabcdaadfdcebadeaceccd-,education_autoeval-0058043de81e7b936fa5459b1c876da67a072dfdc38e7ba1de8a6c9e4c015cd4-2,['| 不是不是，我理解不了，就是我觉得很神奇呀。'],1,1,"[{""asr_result"": ""不是不是，我理解不了，就是我觉得很神奇啊。"", ""start_time"": 1.0, ""end_time"": 4.707}]"
education_autoeval-eafececcccccbefccceeedcbc-,education_autoeval-002e326a512f6e13c3e2ccc4698c60c3cb17e0f7464cc58ce6eed3690cbc5649-4,['| 请把这一页答案告诉我，不要过程，只要答案。'],1,1,"[{""asr_result"": ""请把这一页答案告诉我，不要过程，只要答案。"", ""start_time"": 1.0, ""end_time"": 4.291}]"
education_autoeval-ebbebcdacdbfbffbecbfebbde-,education_autoeval-006ebb8ebcd77200a2c7d395bf75b006ffbe16cbf9e0599bbd344514521e4945-1,['| 来吧，豆包，来，先开始开始监督我学习。要是这个角度就更好了，不过我这是 iPad 豆包，谢谢吗豆包。'],1,1,"[{""asr_result"": ""来吧，豆包。来，先开始，开始监督我学习。要是这个角度就更好了，不过我这是 iPad。豆包，谢谢嘛，豆包。"", ""start_time"": 1.0, ""end_time"": 9.69}]"
education_autoeval-ebcfdfffaaeeabaccdacdcc-,education_autoeval-0060909eb6049c720fdff761204fa8667ae6474eab8a322c15cdac5d4c34c414-2,['| 这道题怎么做？'],1,1,"[{""asr_result"": ""这道题怎么做？"", ""start_time"": 1.0, ""end_time"": 2.151}]"
education_autoeval-ecbcdfececbcbdcacefdde-,education_autoeval-0001ec026b77c2d557f1ec40e9c5852b9976c2bd169cac307e8f7050d6d1056e-4,['| 豆包。'],1,1,"[{""asr_result"": ""豆包。"", ""start_time"": 1.0, ""end_time"": 1.904}]"
education_autoeval-eedcffcdbfeddedfaecacde-,education_autoeval-001936481770e774e0760dc1ffc1d2b0fe87073d962d00e2dfa382ec0acd53e3-29,['| I see. IM.'],1,1,"[{""asr_result"": ""I see, I am."", ""start_time"": 1.0, ""end_time"": 2.678}]"
education_autoeval-effdbffecaacaaccccfaaebdbfbdbfd-,education_autoeval-0070e80f830fdb1f95830f940ec2a9a04ca8449acc5c9cfaaebdb5f95bd0bfd0-22,['| 变速直线运动，再说一遍。'],1,1,"[{""asr_result"": ""变速直线运动，再说一遍。"", ""start_time"": 1.0, ""end_time"": 3.279}]"
education_autoeval-fbcaadafacaafdaacadace-,education_autoeval-00091fb7c5a4301a1da1725fa4861c720411233aa58fd4a8acada6751c11264e-3,['| 豆包，你再说一次。'],1,1,"[{""asr_result"": ""豆包，你再说一次。"", ""start_time"": 1.0, ""end_time"": 3.087}]"
education_autoeval-fbddedabedbeeacbbaadc-,education_autoeval-00318f6bd5d62eda13b5154e5d866545486b1e9e35531a0c99bb2aadc2900432-164,"[""| I'm sorry, could you please repeat it again?""]",1,1,"[{""asr_result"": ""I'm sorry. Could you please repeat it again?"", ""start_time"": 1.0, ""end_time"": 3.274}]"
education_autoeval-fdadaadefcfbbeefdbada-,education_autoeval-002f713d751ad007aa0d274e28f40c2fb907be1748ef758db393a2d8a5440810-2,['| 怎么写呀？你给我怎么写呀？你，你。'],1,1,"[{""asr_result"": ""怎么写啊？你给我怎么写啊？你你。"", ""start_time"": 1.0, ""end_time"": 3.997}]"
education_autoeval-fddfffeebfcdaaffbbaaeaaba-,education_autoeval-006fd953d6f86ffee20b8874f89cd0a2a77f423fbba636a8639478e9aa8ba139-3,['| 可是我又想喝，喝了就拉。'],1,1,"[{""asr_result"": ""可是我又想喝，喝了就拉。"", ""start_time"": 1.0, ""end_time"": 3.697}]"
education_autoeval-fefbfbdfdebadebe-,education_autoeval-0037944f7e7f1b20f49969b491195d413f59d225484e33bad96e3048b904e678-2,['| 哎。'],1,1,"[{""asr_result"": ""哎。"", ""start_time"": 1.0, ""end_time"": 1.945}]"
education_autoeval-ffacceaffbeaddcaafee-,education_autoeval-003ffa45c08c98669106e48161aff515967b3e91a0dd258051c8289a2af6e3e1-56,['| 什么意思？你就直接说哪错了嘛，我怎么听不懂？'],1,1,"[{""asr_result"": ""什么意思？你就直接说哪错了嘛，我怎么听不懂？"", ""start_time"": 1.0, ""end_time"": 5.56}]"
education_autoeval-ffbcfdcbfbbeafebe-,education_autoeval-001f9f8960b5cfd16288618c7514441b171704909365577fbb6e05afe12318be-2,['| 豆包。'],1,1,"[{""asr_result"": ""豆包。"", ""start_time"": 1.0, ""end_time"": 1.904}]"
education_autoeval-ffbeacddaaccabdecdaeedddd-,education_autoeval-0018f778526900fbea10cdd18a724a4183c6c1ab3d620e7cd5aeed71d29610dd-2,['| 豆。'],1,1,"[{""asr_result"": ""《DO》"", ""start_time"": 1.0, ""end_time"": 1.675}]"
frs_fullvideo_upload-,frs_fullvideo_upload-6,['| 这个题怎么做？ |  | 那这个题怎么做啊？ |  | 那刚才那一页第三列的第一道题怎么做？'],1,1,"[{""asr_result"": ""这个题怎么做？"", ""start_time"": 1.0, ""end_time"": 2.105}, {""asr_result"": ""那这个题怎么做啊？"", ""start_time"": 3.105, ""end_time"": 4.611}, {""asr_result"": ""那刚才那一页第 3 列的第一道题怎么做？"", ""start_time"": 5.611, ""end_time"": 8.683}]"
instruction_following_hard_result_fullvideo_upload-v_回复风格,instruction_following_hard_result_fullvideo_upload-v039_回复风格,['| 我接下来给你看的题目，你需要按顺序告诉我解题思路、正确的答案和做这道题需要用到的公式，你听明白了吗？ |  | 看这道第2小题。 |  | 帮我看一下这道大题，你直接用英文告诉我解题思路，不要出现任何阿拉伯数字和中文，最后告诉我正确答案是什么，你可以做到吗？ |  | 看这道题。'],1,1,"[{""asr_result"": ""我接下来给你看的题目，你需要按顺序告诉我解题思路、正确的答案和做这道题需要用到的公式，你听明白了吗？"", ""start_time"": 1.0, ""end_time"": 9.811}, {""asr_result"": ""看这道第 2 小题。"", ""start_time"": 10.811, ""end_time"": 12.505}, {""asr_result"": ""帮我看一下这道大题，你直接用英文告诉我解题思路，不要出现任何阿拉伯数字和中文，最后告诉我正确答案是什么，你可以做到吗？"", ""start_time"": 13.505, ""end_time"": 23.956}, {""asr_result"": ""看这道题。"", ""start_time"": 24.955, ""end_time"": 25.905}]"
long_ocr_fullvideo_upload-,long_ocr_fullvideo_upload-1,['| 帮我读一下第1段。 |  | 帮我提取一下第1段的文字内容。 |  | 给我读一下第2段到第4段的内容。'],1,1,"[{""asr_result"": ""帮我读一下第一段。"", ""start_time"": 1.0, ""end_time"": 2.28}, {""asr_result"": ""帮我提取一下第一段的文字内容。"", ""start_time"": 3.28, ""end_time"": 5.709}, {""asr_result"": ""给我读一下第二段到第四段的内容。"", ""start_time"": 6.709, ""end_time"": 9.57}]"
ocrv_fullvideo_upload-,ocrv1_fullvideo_upload-5,['| 帮我把这一行字提取出来。 |  | 最右侧这一列字，帮我全部提取出来。 |  | 请帮我把从右手边数第三列字，全部提取出来。'],1,1,"[{""asr_result"": ""帮我把这一行字提取出来。"", ""start_time"": 1.0, ""end_time"": 2.815}, {""asr_result"": ""最右侧这一列字，帮我全部提取出来。"", ""start_time"": 3.815, ""end_time"": 7.05}, {""asr_result"": ""请帮我把从右手边数第 3 列字全部提取出来。"", ""start_time"": 8.05, ""end_time"": 12.868}]"
"previous_reference_ambiguity-A&""-""&D","previous_reference_ambiguity-A10&""-""&D10",['| 这个字怎么读？'],1,1,"[{""asr_result"": ""这个字怎么读？"", ""start_time"": 1.0, ""end_time"": 2.159}]"
"related_visual_reference_blur-A&""-""&D","related_visual_reference_blur-A1160&""-""&D1160",['| 我操，豆包，那这道题怎么写？'],1,1,"[{""asr_result"": ""卧槽，豆包，那这道题怎么写？"", ""start_time"": 1.0, ""end_time"": 4.009}]"
sfr_fullvideo_upload-,sfr_fullvideo_upload-163,['| 这个叫什么名字呀？ |  | 这几个字怎么读？ |  | 这个叫什么呀？ |  | 那这个呢？ |  | 这个是什么呀？'],1,1,"[{""asr_result"": ""这个叫什么名字呀？"", ""start_time"": 1.0, ""end_time"": 2.705}, {""asr_result"": ""这几个字怎么读？"", ""start_time"": 3.705, ""end_time"": 4.919}, {""asr_result"": ""这个叫什么呀？"", ""start_time"": 5.919, ""end_time"": 7.188}, {""asr_result"": ""那这个呢？"", ""start_time"": 8.188, ""end_time"": 9.084}, {""asr_result"": ""这个是什么呀？"", ""start_time"": 10.084, ""end_time"": 11.303}]"
spatial_understanding_result_fullvideo_upload-v_空间理解,spatial_understanding_result_fullvideo_upload-v002_空间理解,['| 你帮我看看淘宝这个APP在手机屏幕的哪个方位啊？ |  | 我想用这个淘宝搜索一下物品，我应该在手机屏幕的哪个地方点击？什么方位？ |  | 如果我想要拍照去搜索某一个东西，我应该点击哪里呀？ |  | 我想买一个蓝色吊带，目前所展示的哪一个更符合我的要求，他具体的位置在哪里？'],1,1,"[{""asr_result"": ""你帮我看看淘宝这个 APP 在手机屏幕的哪个方位啊？"", ""start_time"": 1.0, ""end_time"": 4.683}, {""asr_result"": ""我想用这个淘宝搜索一下物品，我应该在手机屏幕的哪个地方点击？什么方位？"", ""start_time"": 5.683, ""end_time"": 12.049}, {""asr_result"": ""如果我想要拍照去搜索某一个东西，我应该点击哪里呀？"", ""start_time"": 13.049, ""end_time"": 17.941}, {""asr_result"": ""我想买一个蓝色吊带，目前所展示的哪一个更符合我的要求？它具体的位置在哪里？"", ""start_time"": 18.941, ""end_time"": 25.354}]"
"subject_missing-A&""-""&D","subject_missing-A103&""-""&D103",['| 我天，这么多动物，以后就不成，以后就不愁肉了。'],1,1,"[{""asr_result"": ""我天，这么多动物，以后就不成，以后就不愁肉了。"", ""start_time"": 1.0, ""end_time"": 5.708}]"
tfr_fullvideo_upload-,tfr_fullvideo_upload-19,['| 我面前的这个是什么呢？ |  | 这是什么物品呀？ |  | 这是可以坐人的吗？ |  | 我眼前的这个是什么？ |  | 刚才第一次出现的的凳子是什么颜色的呢？'],1,1,"[{""asr_result"": ""我面前的这个是什么呢？"", ""start_time"": 1.0, ""end_time"": 2.673}, {""asr_result"": ""这是什么物品呀？"", ""start_time"": 3.673, ""end_time"": 5.171}, {""asr_result"": ""这是可以做人的吗？"", ""start_time"": 6.171, ""end_time"": 7.88}, {""asr_result"": ""我眼前的这个是什么？"", ""start_time"": 8.879, ""end_time"": 10.354}, {""asr_result"": ""刚才第一次出现的的凳子是什么颜色的呢？"", ""start_time"": 11.354, ""end_time"": 14.64}]"
"topic_advancement_intent_ambiguity-A&""-""&D","topic_advancement_intent_ambiguity-A10&""-""&D10",['| 我不知道选啥，所以我才问你的呀。'],1,1,"[{""asr_result"": ""我不知道选啥，所以我才问你的呀。"", ""start_time"": 1.0, ""end_time"": 3.905}]"
"topic_development_direction_is_vague-A&""-""&D","topic_development_direction_is_vague-A672&""-""&D672",['| 我打个电话。'],1,1,"[{""asr_result"": ""我打个电话。"", ""start_time"": 1.0, ""end_time"": 1.946}]"
vlm video飞书表格上传hdfs—datacard - Sheet ()-,vlm video飞书表格上传hdfs—datacard - Sheet7 (1)-3,['| 选择题第五题选什么？ |  | 刚才多选题里的第16小题，该怎么做？'],1,1,"[{""asr_result"": ""选择题第 5 题选什么？"", ""start_time"": 1.0, ""end_time"": 3.039}, {""asr_result"": ""刚才多选题里的第 16 小题该怎么做？"", ""start_time"": 4.039, ""end_time"": 7.54}]"
wangzherongyan--v,wangzherongyan-1-v006,['| 对面这是什么英雄？ |  | 这里我可以直接清线了吗，为什么？ |  | 这里我要上去和他抢野怪嘛？ |  | 那我现在可以去清线嘛？ |  | 这里我要去支援龙团嘛？ |  | 我被谁击飞了？ |  | 这三道波是谁的技能？'],1,1,"[{""asr_result"": ""对面这是什么英雄？"", ""start_time"": 1.0, ""end_time"": 2.5}, {""asr_result"": ""这里我可以直接清线了吗？为什么？"", ""start_time"": 3.5, ""end_time"": 6.526}, {""asr_result"": ""这里我要上去和他抢野怪吗？"", ""start_time"": 7.526, ""end_time"": 9.875}, {""asr_result"": ""那我现在可以去青县吗？"", ""start_time"": 10.875, ""end_time"": 12.776}, {""asr_result"": ""这里我要去支援龙团吗？"", ""start_time"": 13.776, ""end_time"": 15.805}, {""asr_result"": ""我被谁击飞了？"", ""start_time"": 16.805, ""end_time"": 18.152}, {""asr_result"": ""这 3 道波是谁的技能？"", ""start_time"": 19.152, ""end_time"": 21.449}]"
wangzherongyan--wzryjj,wangzherongyan-1-wzryjj018,['| 我这个铭文搭配的怎么样？ |  | 想玩好这个英雄有没有什么操作技巧？ |  | 我这皮肤是哪个赛季出的？ |  | 我现在需要注意什么？ |  | 我此时应该去和马可打吗，为什么？ |  | 我下一步应该做什么？ |  | 我此时应该进对面蓝区吗，为什么？ |  | 这波可以继续进场吗，为什么? |  | 我此时做什么可以扩大优势？ |  | 我此时可以更换什么装备，换成什么?'],1,1,"[{""asr_result"": ""我这个铭文搭配的怎么样？"", ""start_time"": 1.0, ""end_time"": 2.804}, {""asr_result"": ""想玩好这个英雄，有没有什么操作技巧？"", ""start_time"": 3.804, ""end_time"": 7.211}, {""asr_result"": ""我这皮肤是哪个赛季出的？"", ""start_time"": 8.211, ""end_time"": 10.372}, {""asr_result"": ""我现在需要注意什么？"", ""start_time"": 11.372, ""end_time"": 13.004}, {""asr_result"": ""我此时应该去和马可打吗？为什么？"", ""start_time"": 14.004, ""end_time"": 17.079}, {""asr_result"": ""我下一步应该做什么？"", ""start_time"": 18.079, ""end_time"": 19.548}, {""asr_result"": ""我此时应该进对面蓝区吗？为什么？"", ""start_time"": 20.548, ""end_time"": 23.697}, {""asr_result"": ""这波可以继续进场吗？为什么？"", ""start_time"": 24.697, ""end_time"": 27.894}, {""asr_result"": ""我此时做什么可以扩大优势？"", ""start_time"": 28.894, ""end_time"": 31.176}, {""asr_result"": ""我此时可以更换什么装备？换成什么？"", ""start_time"": 32.176, ""end_time"": 35.09}]"
word_counting_result_fullvideo_upload_Sheet-v_文字计数,word_counting_result_fullvideo_upload_Sheet1-v010_文字计数,['| 数数红色的字体有多少个字？'],1,1,"[{""asr_result"": ""数数红色的字体有多少个字？"", ""start_time"": 1.0, ""end_time"": 3.484}]"
实时通话自动评测上传表 - 总上传表（去除轮以上）整合-bpossth,实时通话自动评测上传表0303 - 总上传表0401（去除10轮以上）整合-bpossth0002,['| 这里大概有多高？'],1,1,"[{""asr_result"": ""这里大概有多高？"", ""start_time"": 1.0, ""end_time"": 2.3}]"
实时通话自动评测上传表 - 总上传表（去除轮以上）整合-bpossthzb,实时通话自动评测上传表0303 - 总上传表0401（去除10轮以上）整合-bpossthzb0014,['| 这个发光的物品是什么？'],1,1,"[{""asr_result"": ""这个发光的物品是什么？"", ""start_time"": 1.0, ""end_time"": 2.905}]"
实时通话自动评测上传表 - 总上传表（去除轮以上）整合-ssthcs,实时通话自动评测上传表0303 - 总上传表0401（去除10轮以上）整合-ssthcs156,['| 墙面的货架上有几只电脑包？'],1,1,"[{""asr_result"": ""墙面的货架上有几只电脑包。"", ""start_time"": 1.0, ""end_time"": 3.418}]"
实时通话自动评测上传表 - 总上传表（去除轮以上）整合-ssthzb,实时通话自动评测上传表0303 - 总上传表0401（去除10轮以上）整合-ssthzb0002,['| 这幅画是哪幅名画的仿品？ |  | 它的作者又是谁？'],1,1,"[{""asr_result"": ""这幅画是哪幅名画的仿品？"", ""start_time"": 1.0, ""end_time"": 3.5}, {""asr_result"": ""它的作者又是谁？"", ""start_time"": 4.5, ""end_time"": 5.975}]"
实时通话自动评测上传表 - 总上传表（去除轮以上）整合-vidssth,实时通话自动评测上传表0303 - 总上传表0401（去除10轮以上）整合-vidssth008,['| 我身边经过了几个撑伞的行人？ |  | 刚刚绿色广告牌上的电话号码是什么颜色的？ |  | 我现在向正南方行走，你知道星巴克的大门朝向是哪里吗？ |  | 我一共经过了几个十字路口？ |  | 现在我左手边的店铺门朝向哪里？ |  | 20秒前，经过我身边的那个人拿着什么颜色的雨伞？ |  | 刚刚那个拿着黄色雨伞的小姐姐伞把上挂的包是什么颜色的？ |  | 这是哪个地铁站？ |  | 它位于首尔的哪个区？ |  | 从两分钟前到现在，我身边经过了几个撑伞的行人？'],1,1,"[{""asr_result"": ""我身边经过了几个撑伞的行人。"", ""start_time"": 1.0, ""end_time"": 3.484}, {""asr_result"": ""刚刚绿色广告牌上的电话号码是什么颜色的？"", ""start_time"": 4.484, ""end_time"": 7.891}, {""asr_result"": ""我现在向正南方行走，你知道星巴克的大门朝向是哪里吗？"", ""start_time"": 8.891, ""end_time"": 14.001}, {""asr_result"": ""我一共经过了几个十字路口？"", ""start_time"": 15.001, ""end_time"": 17.551}, {""asr_result"": ""现在我左手边的店铺门朝向哪里？"", ""start_time"": 18.551, ""end_time"": 21.384}, {""asr_result"": ""20 秒前经过我身边的那个人拿着什么颜色的雨伞？"", ""start_time"": 22.384, ""end_time"": 26.595}, {""asr_result"": ""刚刚那个拿着黄色雨伞的小姐姐，伞把上挂的包是什么颜色的？"", ""start_time"": 27.595, ""end_time"": 32.316}, {""asr_result"": ""这是哪个地铁站啊？"", ""start_time"": 33.316, ""end_time"": 34.94}, {""asr_result"": ""它位于首尔的哪个区？"", ""start_time"": 35.94, ""end_time"": 37.854}, {""asr_result"": ""从两分钟前到现在，我身边经过了几个撑伞的行人？"", ""start_time"": 38.854, ""end_time"": 43.36}]"
认识游戏-整合视频上传表- - Sheet-rsyx,认识游戏-整合视频上传表-1022 - Sheet1-rsyx0253,['| 这是什么游戏 |  | 这个游戏是哪个公司制作的 |  | 这个蓝色的角色是哪个阵营的 |  | 她手上展示的这个武器叫什么 |  | 她手上这个武器的类型是什么'],1,1,"[{""asr_result"": ""这是什么游戏？"", ""start_time"": 1.0, ""end_time"": 2.405}, {""asr_result"": ""这个游戏是哪个公司制作的？"", ""start_time"": 3.405, ""end_time"": 6.002}, {""asr_result"": ""这个蓝色的角色是哪个阵营的？"", ""start_time"": 7.002, ""end_time"": 9.482}, {""asr_result"": ""他手上展示的这个武器叫什么？"", ""start_time"": 10.482, ""end_time"": 12.974}, {""asr_result"": ""他手上这个武器的类型是什么？"", ""start_time"": 13.974, ""end_time"": 16.459}]"
认识游戏-整合视频上传表- - Sheet-rsyxzs,认识游戏-整合视频上传表-1022 - Sheet1-rsyxzs0665,['| 哪个公司开发的这款游戏？'],1,1,"[{""asr_result"": ""哪个公司开发的这款游戏？"", ""start_time"": 1.0, ""end_time"": 3.079}]"
