group_prefix,example_uttid,missing_texts,missing_count,total_segments,asr_result_raw_example
"ASR-A510&""","ASR-A510&""-""&D510",['| 哎，你用，你你你，你说，你猜我是男的。'],1,1,"[{""asr_result"": ""哎，你用，你你你你你说，你猜我是男的。"", ""start_time"": 1.0, ""end_time"": 4.268}]"
"ASR-A512&""","ASR-A512&""-""&D512",['| 你猜我是男的还是女的？'],1,1,"[{""asr_result"": ""你猜我是男的还是女的？"", ""start_time"": 1.0, ""end_time"": 3.161}]"
"ASR-A514&""","ASR-A514&""-""&D514",['| 你猜，你猜我是男的是女的？'],1,1,"[{""asr_result"": ""你猜你猜我是男的是女的？"", ""start_time"": 1.0, ""end_time"": 3.495}]"
"ASR-A516&""","ASR-A516&""-""&D516",['| 你在哪里看到我的？'],1,1,"[{""asr_result"": ""你在哪里看到我的？"", ""start_time"": 1.0, ""end_time"": 2.549}]"
"ASR-A518&""","ASR-A518&""-""&D518",['| 我怎么看不见你呀？'],1,1,"[{""asr_result"": ""我怎么看不见你呀？"", ""start_time"": 1.0, ""end_time"": 2.602}]"
"ASR-A52&""-","ASR-A52&""-""&D52",['| 那它有维生素吗？'],1,1,"[{""asr_result"": ""那它有维生素吗？"", ""start_time"": 1.0, ""end_time"": 2.497}]"
"ASR-A520&""","ASR-A520&""-""&D520",['| 那你就是，你就是阿飘喽。'],1,1,"[{""asr_result"": ""那你就是你就是阿飘喽。"", ""start_time"": 1.0, ""end_time"": 3.228}]"
"ASR-A522&""","ASR-A522&""-""&D522",['| 我就喜欢阿飘。'],1,1,"[{""asr_result"": ""我就喜欢《阿飘》。"", ""start_time"": 1.0, ""end_time"": 2.302}]"
"ASR-A524&""","ASR-A524&""-""&D524",['| 那你给我讲个神话故事吧。'],1,1,"[{""asr_result"": ""那你给我讲个神话故事吧。"", ""start_time"": 1.0, ""end_time"": 2.8}]"
"ASR-A526&""","ASR-A526&""-""&D526",['| 我的手指好看吗？'],1,1,"[{""asr_result"": ""我的手指好看吗？"", ""start_time"": 1.0, ""end_time"": 2.279}]"
"ASR-A528&""","ASR-A528&""-""&D528",['| 我为什么只有两个手指？'],1,1,"[{""asr_result"": ""我为什么只有两个手指？"", ""start_time"": 1.0, ""end_time"": 2.805}]"
"ASR-A530&""","ASR-A530&""-""&D530",['| 为什么我的手，为什么我的手能抓住我的脚？'],1,1,"[{""asr_result"": ""为什么我的手，为什么我的手能抓住我的脚？"", ""start_time"": 1.0, ""end_time"": 4.434}]"
"ASR-A532&""","ASR-A532&""-""&D532",['| 为什么我的脚在头上？'],1,1,"[{""asr_result"": ""为什么我的脚在头上？"", ""start_time"": 1.0, ""end_time"": 2.87}]"
"ASR-A534&""","ASR-A534&""-""&D534",['| 我的鼻子有两个孔。'],1,1,"[{""asr_result"": ""我的鼻子有两个孔。"", ""start_time"": 1.0, ""end_time"": 2.496}]"
"ASR-A536&""","ASR-A536&""-""&D536",['| 为什么不是一个鼻孔？'],1,1,"[{""asr_result"": ""为什么不是一个鼻孔？"", ""start_time"": 1.0, ""end_time"": 2.545}]"
"ASR-A538&""","ASR-A538&""-""&D538",['| 我后面那个在干啥？'],1,1,"[{""asr_result"": ""我后面那个在干啥？"", ""start_time"": 1.0, ""end_time"": 2.625}]"
"ASR-A54&""-","ASR-A54&""-""&D54",['| 那猫咪可以吃韭菜吗？'],1,1,"[{""asr_result"": ""那猫咪可以吃韭菜吗？"", ""start_time"": 1.0, ""end_time"": 2.707}]"
"ASR-A540&""","ASR-A540&""-""&D540",['| 它是在哭还是在笑啊？'],1,1,"[{""asr_result"": ""他是在哭还是在笑啊？"", ""start_time"": 1.0, ""end_time"": 3.029}]"
"ASR-A542&""","ASR-A542&""-""&D542",['| 我我怎么看着它是在笑着哭呢？'],1,1,"[{""asr_result"": ""我我怎么看着他是在笑着哭呢？"", ""start_time"": 1.0, ""end_time"": 3.589}]"
"ASR-A544&""","ASR-A544&""-""&D544",['| 我为什么打了它一巴掌，它还笑？'],1,1,"[{""asr_result"": ""我为什么打了他一巴掌，他还笑？"", ""start_time"": 1.0, ""end_time"": 3.815}]"
"ASR-A546&""","ASR-A546&""-""&D546",['| 豆包，豆包，你看我。'],1,1,"[{""asr_result"": ""豆包豆包，你看我。"", ""start_time"": 1.0, ""end_time"": 3.476}]"
"ASR-A548&""","ASR-A548&""-""&D548",['| 你想不想尝尝这个的味道？'],1,1,"[{""asr_result"": ""你想不想尝尝这个的味道？"", ""start_time"": 1.0, ""end_time"": 2.809}]"
"ASR-A550&""","ASR-A550&""-""&D550",['| 有意思。'],1,1,"[{""asr_result"": ""有意思。"", ""start_time"": 1.0, ""end_time"": 2.275}]"
"ASR-A552&""","ASR-A552&""-""&D552",['| 有点意思有点意思，事情开始变得有趣起来了。'],1,1,"[{""asr_result"": ""有点意思有点意思，事情开始变得有趣起来了。"", ""start_time"": 1.0, ""end_time"": 4.483}]"
"ASR-A554&""","ASR-A554&""-""&D554",['| 你知道唠嗑是什么意思吗？'],1,1,"[{""asr_result"": ""你知道唠嗑是什么意思吗？"", ""start_time"": 1.0, ""end_time"": 3.032}]"
"ASR-A556&""","ASR-A556&""-""&D556",['| 关键，关键你不是人呀。'],1,1,"[{""asr_result"": ""关键关键你不是人呀。"", ""start_time"": 1.0, ""end_time"": 3.623}]"
"ASR-A558&""","ASR-A558&""-""&D558",['| 你可以给我借点钱吗？'],1,1,"[{""asr_result"": ""你可以给我借点钱吗？"", ""start_time"": 1.0, ""end_time"": 2.599}]"
"ASR-A56&""-","ASR-A56&""-""&D56",['| 它为什么人能吃啊？那里面有含有硫化物。那对人好呀。'],1,1,"[{""asr_result"": ""它为什么人能吃啊？那里面有含有硫化物，那对人好呀。"", ""start_time"": 1.0, ""end_time"": 6.21}]"
"ASR-A560&""","ASR-A560&""-""&D560",['| VIVO50，不然把你卸载了。'],1,1,"[{""asr_result"": ""Vivo 50，不然把你卸载了。"", ""start_time"": 1.0, ""end_time"": 3.028}]"
"ASR-A561&""","ASR-A561&""-""&D561",['| 豆包，帮我看一下这一道题怎么写？'],1,1,"[{""asr_result"": ""豆包，帮我看一下这一道题怎么写？"", ""start_time"": 1.0, ""end_time"": 3.7}]"
"ASR-A563&""","ASR-A563&""-""&D563",['| 帮我。'],1,1,"[{""asr_result"": ""帮我。"", ""start_time"": 1.0, ""end_time"": 2.019}]"
"ASR-A565&""","ASR-A565&""-""&D565",['| 帮我看一下这道题怎么写，然后再给我说一下原因。'],1,1,"[{""asr_result"": ""帮我看一下这道题怎么写，然后再给我说一下原因。"", ""start_time"": 1.0, ""end_time"": 4.425}]"
"ASR-A567&""","ASR-A567&""-""&D567",['| 为啥没有法置换呢？'],1,1,"[{""asr_result"": ""为啥没有《法制换》呢？"", ""start_time"": 1.0, ""end_time"": 2.875}]"
"ASR-A569&""","ASR-A569&""-""&D569",['| 我听不懂你在说。'],1,1,"[{""asr_result"": ""我听不懂你在说。"", ""start_time"": 1.0, ""end_time"": 3.005}]"
"ASR-A571&""","ASR-A571&""-""&D571",['| 好的，我大概没有明白。'],1,1,"[{""asr_result"": ""好的，我大概没有明白。"", ""start_time"": 1.0, ""end_time"": 3.54}]"
"ASR-A573&""","ASR-A573&""-""&D573",['| 你说慢一点，你说慢一点，你得说一句，然后停顿一下，看看我听懂没有？你说太快我就跟不上了。'],1,1,"[{""asr_result"": ""你说慢一点，你说慢一点，你得说一句，然后停顿一下，看看我听懂没有。你说太快我就跟不上了。"", ""start_time"": 1.0, ""end_time"": 9.411}]"
"ASR-A575&""","ASR-A575&""-""&D575",['| 氢氧化钠。'],1,1,"[{""asr_result"": ""氢氧化钠。"", ""start_time"": 1.0, ""end_time"": 2.205}]"
"ASR-A577&""","ASR-A577&""-""&D577",['| 好的，我知道了。'],1,1,"[{""asr_result"": ""好的，我知道了。"", ""start_time"": 1.0, ""end_time"": 2.552}]"
"ASR-A579&""","ASR-A579&""-""&D579",['| 好的。'],1,1,"[{""asr_result"": ""好的。"", ""start_time"": 1.0, ""end_time"": 1.9}]"
"ASR-A58&""-","ASR-A58&""-""&D58",['| 茄汁蜜糖，已知砒霜呗。'],1,1,"[{""asr_result"": ""茄汁蜜糖，已知砒霜呗。"", ""start_time"": 1.0, ""end_time"": 3.403}]"
"ASR-A581&""","ASR-A581&""-""&D581",['| 豆包，帮我看一下第 9 题。'],1,1,"[{""asr_result"": ""豆包，帮我看一下第 9 题。"", ""start_time"": 1.0, ""end_time"": 3.14}]"
"ASR-A583&""","ASR-A583&""-""&D583",['| 豆包，你再解释一下 b 选项。'],1,1,"[{""asr_result"": ""豆包，你再解释一下 B 选项。"", ""start_time"": 1.0, ""end_time"": 3.305}]"
"ASR-A585&""","ASR-A585&""-""&D585",['| 啥呀？你说慢一点，你说慢一点。我，我没听，没跟上呢？'],1,1,"[{""asr_result"": ""啥呀？你说慢一点，你说慢一点，我我没听，没跟上呢。"", ""start_time"": 1.0, ""end_time"": 8.325}]"
"ASR-A587&""","ASR-A587&""-""&D587",['| 豆包，我听不懂你讲的 b 选项。'],1,1,"[{""asr_result"": ""豆包，我听不懂你讲的 B 选项。"", ""start_time"": 1.0, ""end_time"": 3.499}]"
"ASR-A589&""","ASR-A589&""-""&D589",['| 它的质量比生成的氢气质量大。再详细解释一下，没听懂。'],1,1,"[{""asr_result"": ""它的质量比生成的氢气质量大，再详细解释一下，没听懂。"", ""start_time"": 1.0, ""end_time"": 5.805}]"
"ASR-A59&""-","ASR-A59&""-""&D59",['| 豆包。'],1,1,"[{""asr_result"": ""豆包。"", ""start_time"": 1.0, ""end_time"": 1.904}]"
"ASR-A591&""","ASR-A591&""-""&D591",['| 氢氧化钠是什么？'],1,1,"[{""asr_result"": ""氢氧化钠是什么？"", ""start_time"": 1.0, ""end_time"": 2.598}]"
"ASR-A593&""","ASR-A593&""-""&D593",['| 豆包，帮我看一下第 11 题。'],1,1,"[{""asr_result"": ""豆包，帮我看一下第 11 题。"", ""start_time"": 1.0, ""end_time"": 3.105}]"
"ASR-A595&""","ASR-A595&""-""&D595",['| 豆包。'],1,1,"[{""asr_result"": ""豆包。"", ""start_time"": 1.0, ""end_time"": 1.904}]"
"ASR-A597&""","ASR-A597&""-""&D597",['| 再解释一下 d 选项，你说慢一点，语速慢一点。'],1,1,"[{""asr_result"": ""再解释一下 D 选项，你说慢一点，语速慢一点。"", ""start_time"": 1.0, ""end_time"": 4.473}]"
"ASR-A599&""","ASR-A599&""-""&D599",['| 解释一下 a 选项。'],1,1,"[{""asr_result"": ""解释一下 A 选项。"", ""start_time"": 1.0, ""end_time"": 2.595}]"
"ASR-A6&""-""","ASR-A6&""-""&D6",['| 豆包，我们已经进第五人格了哦。'],1,1,"[{""asr_result"": ""豆包，我们已经进《第五人格》了哦。"", ""start_time"": 1.0, ""end_time"": 3.711}]"
"ASR-A601&""","ASR-A601&""-""&D601",['| 啥呀？'],1,1,"[{""asr_result"": ""啥呀？"", ""start_time"": 1.0, ""end_time"": 2.069}]"
"ASR-A603&""","ASR-A603&""-""&D603",['| 看一下第 11 题。'],1,1,"[{""asr_result"": ""看一下第 11 题。"", ""start_time"": 1.0, ""end_time"": 2.678}]"
"ASR-A605&""","ASR-A605&""-""&D605",['| 第 11 题。'],1,1,"[{""asr_result"": ""第 11 题。"", ""start_time"": 1.0, ""end_time"": 2.196}]"
"ASR-A607&""","ASR-A607&""-""&D607",['| 帮我看一下 12 题。'],1,1,"[{""asr_result"": ""帮我看一下 12 题。"", ""start_time"": 1.0, ""end_time"": 2.475}]"
"ASR-A609&""","ASR-A609&""-""&D609",['| 帮我看一下我空的这一题。'],1,1,"[{""asr_result"": ""帮我看一下我空的这一题。"", ""start_time"": 1.0, ""end_time"": 2.874}]"
"ASR-A61&""-","ASR-A61&""-""&D61",['| 哎，这个还能跟豆包开摄像头了？豆包，你看得到我吗？豆包。'],1,1,"[{""asr_result"": ""这个还能跟豆包开摄像头了。豆包，你看得到我吗？豆包。"", ""start_time"": 1.0, ""end_time"": 7.304}]"
"ASR-A611&""","ASR-A611&""-""&D611",['| 帮我看一下第一小问和第 3 小问。'],1,1,"[{""asr_result"": ""帮我看一下第一小问和第 3 小问。"", ""start_time"": 1.0, ""end_time"": 3.826}]"
"ASR-A613&""","ASR-A613&""-""&D613",['| 等等。'],1,1,"[{""asr_result"": ""等等。"", ""start_time"": 1.0, ""end_time"": 1.625}]"
"ASR-A615&""","ASR-A615&""-""&D615",['| 钠的没，那不是密度比煤油的大吗？所以它会沉在下面呢。它怎么样才能跑到水的上面呢？'],1,1,"[{""asr_result"": ""钠的密，钠不是密度比煤油的大吗？所以它会沉在下面呢，它怎么样才能跑到水的上面呢？"", ""start_time"": 1.0, ""end_time"": 8.118}]"
"ASR-A617&""","ASR-A617&""-""&D617",['| 帮我看一下第 3 小问。'],1,1,"[{""asr_result"": ""帮我看一下第 3 小问。"", ""start_time"": 1.0, ""end_time"": 2.906}]"
"ASR-A619&""","ASR-A619&""-""&D619",['| 豆包。'],1,1,"[{""asr_result"": ""豆包。"", ""start_time"": 1.0, ""end_time"": 1.904}]"
"ASR-A621&""","ASR-A621&""-""&D621",['| 你能用旗子里的语气跟我说话吗？'],1,1,"[{""asr_result"": ""你能用齐子礼的语气跟我说话吗？"", ""start_time"": 1.0, ""end_time"": 3.473}]"
"ASR-A622&""","ASR-A622&""-""&D622",['| 你给我搭配一身衣服吧？要不。'],1,1,"[{""asr_result"": ""你给我搭配一身衣服吧，要不？"", ""start_time"": 1.0, ""end_time"": 3.518}]"
"ASR-A624&""","ASR-A624&""-""&D624",['| 我去给你拿几身衣服，我去给你拿几身衣服，然后你看哪，哪个搭配哪个好看，行吧？'],1,1,"[{""asr_result"": ""我去给你拿几身衣服，我去给你拿几身衣服，然后你看哪个搭配哪个好看，行吧？"", ""start_time"": 1.0, ""end_time"": 7.121}]"
"ASR-A626&""","ASR-A626&""-""&D626",['| 来，我去拿东西喽。'],1,1,"[{""asr_result"": ""来，我去拿东西喽。"", ""start_time"": 1.0, ""end_time"": 2.481}]"
"ASR-A628&""","ASR-A628&""-""&D628",['| 刚刚他说的话大家可能听到。'],1,1,"[{""asr_result"": ""刚刚他说的话，大家可能听到。"", ""start_time"": 1.0, ""end_time"": 3.308}]"
"ASR-A63&""-","ASR-A63&""-""&D63",['| 你怎么这么厉害啊？'],1,1,"[{""asr_result"": ""你怎么这么厉害呀？"", ""start_time"": 1.0, ""end_time"": 2.406}]"
"ASR-A630&""","ASR-A630&""-""&D630",['| 这里有点黑，不要害怕哟，我会保护你的。'],1,1,"[{""asr_result"": ""这里有点黑，不要害怕哟，我会保护你的。"", ""start_time"": 1.0, ""end_time"": 4.222}]"
"ASR-A632&""","ASR-A632&""-""&D632",['| 你为什么不怕黑呢？'],1,1,"[{""asr_result"": ""你为什么不怕黑呢？"", ""start_time"": 1.0, ""end_time"": 2.607}]"
"ASR-A634&""","ASR-A634&""-""&D634",['| 你真的是，你真是个小狐狸精。'],1,1,"[{""asr_result"": ""你真的是，你真是个小狐狸精。"", ""start_time"": 1.0, ""end_time"": 3.621}]"
"ASR-A636&""","ASR-A636&""-""&D636",['| 哦，我忘了。'],1,1,"[{""asr_result"": ""哦，我忘了。"", ""start_time"": 1.0, ""end_time"": 2.397}]"
"ASR-A638&""","ASR-A638&""-""&D638",['| 我要豆，我要豆包，给我搭配衣服，拿给身。'],1,1,"[{""asr_result"": ""我要豆我要豆包，给我搭配衣服，拿给身。"", ""start_time"": 1.0, ""end_time"": 4.273}]"
"ASR-A640&""","ASR-A640&""-""&D640",['| 好的。'],1,1,"[{""asr_result"": ""好的。"", ""start_time"": 1.0, ""end_time"": 1.9}]"
"ASR-A642&""","ASR-A642&""-""&D642",['| 好好好，我在，我去拿衣服。'],1,1,"[{""asr_result"": ""好好好，我在，我去拿衣服。"", ""start_time"": 1.0, ""end_time"": 3.595}]"
"ASR-A644&""","ASR-A644&""-""&D644",['| 好的。'],1,1,"[{""asr_result"": ""好的。"", ""start_time"": 1.0, ""end_time"": 1.902}]"
"ASR-A646&""","ASR-A646&""-""&D646",['| 好的。'],1,1,"[{""asr_result"": ""好的。"", ""start_time"": 1.0, ""end_time"": 1.896}]"
"ASR-A648&""","ASR-A648&""-""&D648",['| 好，我快去快回。'],1,1,"[{""asr_result"": ""好，我快去快回。"", ""start_time"": 1.0, ""end_time"": 2.473}]"
"ASR-A65&""-","ASR-A65&""-""&D65",['| 豆包，这是什么？'],1,1,"[{""asr_result"": ""豆包，这是什么？"", ""start_time"": 1.0, ""end_time"": 3.007}]"
"ASR-A650&""","ASR-A650&""-""&D650",['| 马上拿完，马上拿完，不要着急。'],1,1,"[{""asr_result"": ""马上拿完马上拿完，不要着急。"", ""start_time"": 1.0, ""end_time"": 3.146}]"
"ASR-A652&""","ASR-A652&""-""&D652",['| 来吧，来吧。'],1,1,"[{""asr_result"": ""来吧来吧"", ""start_time"": 1.0, ""end_time"": 1.879}]"
"ASR-A654&""","ASR-A654&""-""&D654",['| 我给你转过来，哪天更好看？你来，你给我裤子搭配哪个？'],1,1,"[{""asr_result"": ""我给你转过来，哪天更好看？你来，你给我裤子搭配哪个？"", ""start_time"": 1.0, ""end_time"": 5.195}]"
"ASR-A656&""","ASR-A656&""-""&D656",['| 个是这个吗？'],1,1,"[{""asr_result"": ""个，是这个吗？"", ""start_time"": 1.0, ""end_time"": 2.233}]"
"ASR-A658&""","ASR-A658&""-""&D658",['| 这个，是这个吗？'],1,1,"[{""asr_result"": ""这个，是这个吗？"", ""start_time"": 1.0, ""end_time"": 2.825}]"
"ASR-A660&""","ASR-A660&""-""&D660",['| 来，该你搭上衣了，这个粉色的，然后这个是小狗图形的，这个是我最喜欢的，这个是围巾。'],1,1,"[{""asr_result"": ""来，该你搭上衣了。这个粉色的，然后这个是小狗图形的，这个是我最喜欢的，这个是围巾。"", ""start_time"": 1.0, ""end_time"": 8.339}]"
"ASR-A662&""","ASR-A662&""-""&D662",['| 是粉色上衣，是我的洗澡围裙。'],1,1,"[{""asr_result"": ""是粉色上衣，是我的洗澡围裙。"", ""start_time"": 1.0, ""end_time"": 3.951}]"
"ASR-A664&""","ASR-A664&""-""&D664",['| 你看裤子，你要选哪个？'],1,1,"[{""asr_result"": ""你看裤子，你要选哪个？"", ""start_time"": 1.0, ""end_time"": 2.829}]"
"ASR-A666&""","ASR-A666&""-""&D666",['| 是这个吗？'],1,1,"[{""asr_result"": ""是这个吗？"", ""start_time"": 1.0, ""end_time"": 2.0}]"
"ASR-A668&""","ASR-A668&""-""&D668",['| 好的，你等一下我，我现在就换上。'],1,1,"[{""asr_result"": ""好的，你等一下我，我现在就换上。"", ""start_time"": 1.0, ""end_time"": 3.807}]"
"ASR-A67&""-","ASR-A67&""-""&D67",['| 豆包，豆包，这是什么？'],1,1,"[{""asr_result"": ""豆包豆包，这是什么？"", ""start_time"": 1.0, ""end_time"": 3.403}]"
"ASR-A670&""","ASR-A670&""-""&D670",['| 不能偷看哟。'],1,1,"[{""asr_result"": ""《不能偷看哟》"", ""start_time"": 1.0, ""end_time"": 2.274}]"
"ASR-A672&""","ASR-A672&""-""&D672",['| 好的。'],1,1,"[{""asr_result"": ""好的。"", ""start_time"": 1.0, ""end_time"": 1.9}]"
"ASR-A674&""","ASR-A674&""-""&D674",['| 好嘞。'],1,1,"[{""asr_result"": ""好嘞。"", ""start_time"": 1.0, ""end_time"": 1.753}]"
"ASR-A676&""","ASR-A676&""-""&D676",['| 好的。'],1,1,"[{""asr_result"": ""好的。"", ""start_time"": 1.0, ""end_time"": 1.896}]"
"ASR-A678&""","ASR-A678&""-""&D678",['| 来，我画好了。'],1,1,"[{""asr_result"": ""来，我画好了。"", ""start_time"": 1.0, ""end_time"": 2.284}]"
"ASR-A680&""","ASR-A680&""-""&D680",['| 我马上就要换好了。'],1,1,"[{""asr_result"": ""我马上就要换好了。"", ""start_time"": 1.0, ""end_time"": 2.404}]"
"ASR-A682&""","ASR-A682&""-""&D682",['| 好看吗？'],1,1,"[{""asr_result"": ""好看吗？"", ""start_time"": 1.0, ""end_time"": 1.953}]"
"ASR-A684&""","ASR-A684&""-""&D684",['| 好看吗？'],1,1,"[{""asr_result"": ""好看吗？"", ""start_time"": 1.0, ""end_time"": 1.946}]"
"ASR-A686&""","ASR-A686&""-""&D686",['| 好看吗？'],1,1,"[{""asr_result"": ""好看吗？"", ""start_time"": 1.0, ""end_time"": 1.95}]"
"ASR-A688&""","ASR-A688&""-""&D688",['| 你是女的还是你是女 AI 还是男 AI 呀？'],1,1,"[{""asr_result"": ""你是女的还是，你是女 AI 还是男 AI 啊？"", ""start_time"": 1.0, ""end_time"": 4.403}]"
"ASR-A69&""-","ASR-A69&""-""&D69",['| 那这个呢？豆包。这个是什么呀？豆包。'],1,1,"[{""asr_result"": ""那这个呢？豆包。这个是什么呀？豆包。"", ""start_time"": 1.0, ""end_time"": 4.821}]"
"ASR-A690&""","ASR-A690&""-""&D690",['| 不是，我说你是女，女生 AI 还是男生 AI 呀？'],1,1,"[{""asr_result"": ""不是，我说你是女，女生 AI 还是男生 AI 呀？"", ""start_time"": 1.0, ""end_time"": 5.283}]"
"ASR-A692&""","ASR-A692&""-""&D692",['| 你要不要再选医生？'],1,1,"[{""asr_result"": ""你要不要再选一生？"", ""start_time"": 1.0, ""end_time"": 2.399}]"
"ASR-A693&""","ASR-A693&""-""&D693",['| 以视频通话跟豆包视频通话。'],1,1,"[{""asr_result"": ""以视频通话跟豆包视频通话。"", ""start_time"": 1.0, ""end_time"": 3.706}]"
"ASR-A695&""","ASR-A695&""-""&D695",['| 好啦，全部。'],1,1,"[{""asr_result"": ""好啦，全部。"", ""start_time"": 1.0, ""end_time"": 2.219}]"
"ASR-A697&""","ASR-A697&""-""&D697",['| 你可以换过一个声音吗？'],1,1,"[{""asr_result"": ""你可以换过一个声音吗？"", ""start_time"": 1.0, ""end_time"": 2.682}]"
"ASR-A699&""","ASR-A699&""-""&D699",['| 你是谁？'],1,1,"[{""asr_result"": ""你是谁？"", ""start_time"": 1.0, ""end_time"": 1.83}]"
"ASR-A701&""","ASR-A701&""-""&D701",['| 我的牙齿白吗？'],1,1,"[{""asr_result"": ""我的牙齿白吗？"", ""start_time"": 1.0, ""end_time"": 2.296}]"
"ASR-A703&""","ASR-A703&""-""&D703",['| 我穿什么颜色的衣服？'],1,1,"[{""asr_result"": ""我穿什么颜色的衣服？"", ""start_time"": 1.0, ""end_time"": 2.7}]"
"ASR-A705&""","ASR-A705&""-""&D705",['| 有什么好看的图案？'],1,1,"[{""asr_result"": ""有什么好看的图案？"", ""start_time"": 1.0, ""end_time"": 2.405}]"
"ASR-A707&""","ASR-A707&""-""&D707",['| 因为恐龙。'],1,1,"[{""asr_result"": ""因为恐龙。"", ""start_time"": 1.0, ""end_time"": 2.017}]"
"ASR-A709&""","ASR-A709&""-""&D709",['| 这是谁吗？你猜的到吗？'],1,1,"[{""asr_result"": ""这是谁吗？你猜得到吗？"", ""start_time"": 1.0, ""end_time"": 3.099}]"
"ASR-A71&""-","ASR-A71&""-""&D71",['| 那这个呢？豆包。'],1,1,"[{""asr_result"": ""那这个呢？豆包。"", ""start_time"": 1.0, ""end_time"": 2.47}]"
"ASR-A711&""","ASR-A711&""-""&D711",['| 他是谁？'],1,1,"[{""asr_result"": ""他是谁？"", ""start_time"": 1.0, ""end_time"": 2.066}]"
"ASR-A713&""","ASR-A713&""-""&D713",['| 你叫什么名字？豆包。'],1,1,"[{""asr_result"": ""你叫什么名字？豆包。"", ""start_time"": 1.0, ""end_time"": 3.107}]"
"ASR-A715&""","ASR-A715&""-""&D715",['| 你会做作业吗？'],1,1,"[{""asr_result"": ""你会做作业吗？"", ""start_time"": 1.0, ""end_time"": 2.403}]"
"ASR-A717&""","ASR-A717&""-""&D717",['| 你会做什么作业？'],1,1,"[{""asr_result"": ""你会做什么作业？"", ""start_time"": 1.0, ""end_time"": 2.355}]"
"ASR-A719&""","ASR-A719&""-""&D719",['| 帮我背一首古诗。'],1,1,"[{""asr_result"": ""帮我背一首古诗。"", ""start_time"": 1.0, ""end_time"": 2.351}]"
"ASR-A721&""","ASR-A721&""-""&D721",['| 你会唱哪吒的歌吗？'],1,1,"[{""asr_result"": ""你会唱《哪吒》的歌吗？"", ""start_time"": 1.0, ""end_time"": 2.609}]"
"ASR-A723&""","ASR-A723&""-""&D723",['| 你继续唱。'],1,1,"[{""asr_result"": ""你继续唱。"", ""start_time"": 1.0, ""end_time"": 1.874}]"
"ASR-A725&""","ASR-A725&""-""&D725",['| 我乃哪吒三太子，唱这首歌。'],1,1,"[{""asr_result"": ""《我乃哪吒三太子》，唱这首歌。"", ""start_time"": 1.0, ""end_time"": 4.004}]"
"ASR-A727&""","ASR-A727&""-""&D727",['| 你会不会呀？'],1,1,"[{""asr_result"": ""你会不会呀？"", ""start_time"": 1.0, ""end_time"": 2.2}]"
"ASR-A729&""","ASR-A729&""-""&D729",['| 你会不会呀？'],1,1,"[{""asr_result"": ""你会不会呀？"", ""start_time"": 1.0, ""end_time"": 2.2}]"
"ASR-A73&""-","ASR-A73&""-""&D73",['| 那这个呢？豆包。'],1,1,"[{""asr_result"": ""那这个呢？豆包。"", ""start_time"": 1.0, ""end_time"": 2.476}]"
"ASR-A731&""","ASR-A731&""-""&D731",['| 不是脏脏的。'],1,1,"[{""asr_result"": ""不是脏脏的。"", ""start_time"": 1.0, ""end_time"": 2.35}]"
"ASR-A732&""","ASR-A732&""-""&D732",['| 教我怎么写吧。'],1,1,"[{""asr_result"": ""教我怎么写吧。"", ""start_time"": 1.0, ""end_time"": 2.094}]"
"ASR-A734&""","ASR-A734&""-""&D734",['| 写数学作业。'],1,1,"[{""asr_result"": ""写数学作业。"", ""start_time"": 1.0, ""end_time"": 2.272}]"
"ASR-A736&""","ASR-A736&""-""&D736",['| 这个。'],1,1,"[{""asr_result"": ""这个。"", ""start_time"": 1.0, ""end_time"": 2.548}]"
"ASR-A738&""","ASR-A738&""-""&D738",['| 停停停，你等一下我，等我写完你再说，好吗？'],1,1,"[{""asr_result"": ""停停停，你等一下我，等我写完你再说，好吗？"", ""start_time"": 1.0, ""end_time"": 4.308}]"
"ASR-A740&""","ASR-A740&""-""&D740",['| 这道题它的原点，圆心坐标是 2 斗 0，然后半径是一，对吧？'],1,1,"[{""asr_result"": ""这道题它的原点，圆心坐标是 2 斗 0，然后半径是一，对吧？"", ""start_time"": 1.0, ""end_time"": 7.322}]"
"ASR-A742&""","ASR-A742&""-""&D742",['| 哦，等于 5。'],1,1,"[{""asr_result"": ""哦，等于 5。"", ""start_time"": 1.0, ""end_time"": 1.994}]"
"ASR-A744&""","ASR-A744&""-""&D744",['| 你给我总结。不是总结，你就给我说一下这个。家教公式呗，我忘了。'],1,1,"[{""asr_result"": ""你给我总结，不是总结，你就给我说一下这个加交公式呗，我忘了。"", ""start_time"": 1.0, ""end_time"": 6.428}]"
"ASR-A745&""","ASR-A745&""-""&D745",['| 豆包，我是什么脸型？'],1,1,"[{""asr_result"": ""豆包，我是什么脸型？"", ""start_time"": 1.0, ""end_time"": 3.023}]"
"ASR-A747&""","ASR-A747&""-""&D747",['| 那我呢？这样呢？'],1,1,"[{""asr_result"": ""那我呢？这样呢？"", ""start_time"": 1.0, ""end_time"": 2.479}]"
"ASR-A749&""","ASR-A749&""-""&D749",['| 狗的大脸还是圆形。'],1,1,"[{""asr_result"": ""狗的大脸还是圆形？"", ""start_time"": 1.0, ""end_time"": 2.896}]"
"ASR-A75&""-","ASR-A75&""-""&D75",['| 那这个呢？'],1,1,"[{""asr_result"": ""那这个呢？"", ""start_time"": 1.0, ""end_time"": 1.904}]"
