uttid,missing_texts,missing_count,total_segments,asr_result_raw
education_autoeval-002586a32f4eb350ab8d773ab6ddb2df9480adfe619ceee7c21752452aa3545a-8,['| 这个电压表有示数时，是故障在左还是在右？'],1,1,"[{""asr_result"": ""这个电压表有示数时，是故障在左还是在右？"", ""start_time"": 1.0, ""end_time"": 5.079}]"
education_autoeval-002586a32f4eb350ab8d773ab6ddb2df9480adfe619ceee7c21752452aa3545a-9,['| 电流的流向不应该成从那个 L6 出发吗？'],1,1,"[{""asr_result"": ""电流的流向不应该成，从那个 L6 出发吗？"", ""start_time"": 1.0, ""end_time"": 4.704}]"
education_autoeval-0026632be90f75de8e6517a37ac90bb6042dfadcb3ad5635d08c11d2a960cb6a-1,['| 豆包就是什么？可以使酸性高锰酸钾溶液褪色。'],1,1,"[{""asr_result"": ""豆包就是什么？可以使酸性高锰酸钾溶液褪色。"", ""start_time"": 1.0, ""end_time"": 5.96}]"
education_autoeval-0026632be90f75de8e6517a37ac90bb6042dfadcb3ad5635d08c11d2a960cb6a-10,['| 是不是就是他那个？因为他苯环上有 6 个碳，是不是他直接连得的？就是跟他这个碳连接的任意一个碳上面，就是随便连接一个，只要连接的那个碳上有氢就可以吗？'],1,1,"[{""asr_result"": ""是不是就是他那个？因为他苯环上有 6 个碳，是不是他直接连得的？就是跟他这个碳连接的任意一个碳上面，就是随便连接一个，只要连接的那个碳上有氢就可以吗？"", ""start_time"": 1.0, ""end_time"": 15.087}]"
education_autoeval-0026632be90f75de8e6517a37ac90bb6042dfadcb3ad5635d08c11d2a960cb6a-11,['| 差不多。'],1,1,"[{""asr_result"": ""《差不多》"", ""start_time"": 1.0, ""end_time"": 2.101}]"
education_autoeval-0026632be90f75de8e6517a37ac90bb6042dfadcb3ad5635d08c11d2a960cb6a-12,['| 就是什么呀？你说呀？'],1,1,"[{""asr_result"": ""这是什么呀？你说呀。"", ""start_time"": 1.0, ""end_time"": 3.026}]"
education_autoeval-0026632be90f75de8e6517a37ac90bb6042dfadcb3ad5635d08c11d2a960cb6a-13,['| 那么 DDT 就说，就是那个 DDT 中间的那个碳是不是就可以呀？'],1,1,"[{""asr_result"": ""那么 DDT 就说，就是那个 DDT 中间的那个碳是不是就可以呀？"", ""start_time"": 1.0, ""end_time"": 6.72}]"
education_autoeval-0026632be90f75de8e6517a37ac90bb6042dfadcb3ad5635d08c11d2a960cb6a-14,['| Ppt.'],1,1,"[{""asr_result"": ""PPT."", ""start_time"": 1.0, ""end_time"": 2.491}]"
education_autoeval-0026632be90f75de8e6517a37ac90bb6042dfadcb3ad5635d08c11d2a960cb6a-15,['| 我，我说的是 DDT。'],1,1,"[{""asr_result"": ""我我说的是 DDT。"", ""start_time"": 1.0, ""end_time"": 2.953}]"
education_autoeval-0026632be90f75de8e6517a37ac90bb6042dfadcb3ad5635d08c11d2a960cb6a-16,['| 你胡说，我让你看这个题，你说它没有，你看我所指的这个碳上，它明明有，有一个氢呀？'],1,1,"[{""asr_result"": ""你胡说，我让你看这个题，你说它没有。你看我所指的这个碳上，它明明有，有一个氢呀。"", ""start_time"": 1.0, ""end_time"": 7.098}]"
education_autoeval-0026632be90f75de8e6517a37ac90bb6042dfadcb3ad5635d08c11d2a960cb6a-17,['| 就这个碳。'],1,1,"[{""asr_result"": ""就这个叹。"", ""start_time"": 1.0, ""end_time"": 2.108}]"
education_autoeval-0026632be90f75de8e6517a37ac90bb6042dfadcb3ad5635d08c11d2a960cb6a-18,['| 但是，但是我，我这道题它就选的是 b， 正确的就是 b 呀？'],1,1,"[{""asr_result"": ""但是，但是我，我这道题他就选的是 B， 正确的就是 B 呀？"", ""start_time"": 1.0, ""end_time"": 6.811}]"
education_autoeval-0026632be90f75de8e6517a37ac90bb6042dfadcb3ad5635d08c11d2a960cb6a-19,['| 哦，那我，哦，那 DDT 为什么不能使它褪色吗？它，它不是都满足你你讲的那个条件了吗？就是跟它碳碳上有一跟本皇上直接相连的，看不上，不是有清吗？它为什么不可以啊？'],1,1,"[{""asr_result"": ""哦，那我，哦，那 DDT 为什么不能使它褪色吗？它，它不是都满足你你讲的那个条件了吗？就是跟它碳碳上有一根苯环上直接相连的，碳上不是有氢吗？它为什么不可以啊？"", ""start_time"": 1.0, ""end_time"": 15.747}]"
education_autoeval-0026632be90f75de8e6517a37ac90bb6042dfadcb3ad5635d08c11d2a960cb6a-2,['| 那苯的同系物是所有的苯的同系物都可以吗？'],1,1,"[{""asr_result"": ""那苯的同系物是所有的苯的同系物都可以吗？"", ""start_time"": 1.0, ""end_time"": 4.904}]"
education_autoeval-0026632be90f75de8e6517a37ac90bb6042dfadcb3ad5635d08c11d2a960cb6a-20,['| DDT?'],1,1,"[{""asr_result"": ""D D T."", ""start_time"": 1.0, ""end_time"": 2.666}]"
education_autoeval-0026632be90f75de8e6517a37ac90bb6042dfadcb3ad5635d08c11d2a960cb6a-21,['| 你说。'],1,1,"[{""asr_result"": ""你说。"", ""start_time"": 1.0, ""end_time"": 1.675}]"
education_autoeval-0026632be90f75de8e6517a37ac90bb6042dfadcb3ad5635d08c11d2a960cb6a-22,['| 我真的服了，你赶紧给我说，我真的无语很。'],1,1,"[{""asr_result"": ""我真的服了，你赶紧给我说，我真的无语很。"", ""start_time"": 1.0, ""end_time"": 4.285}]"
education_autoeval-0026632be90f75de8e6517a37ac90bb6042dfadcb3ad5635d08c11d2a960cb6a-23,['| 进一步不能使。'],1,1,"[{""asr_result"": ""进一步不能，使"", ""start_time"": 1.0, ""end_time"": 2.305}]"
education_autoeval-0026632be90f75de8e6517a37ac90bb6042dfadcb3ad5635d08c11d2a960cb6a-24,['| 对呀， DDT。'],1,1,"[{""asr_result"": ""对啊， DDT。"", ""start_time"": 1.0, ""end_time"": 2.469}]"
education_autoeval-0026632be90f75de8e6517a37ac90bb6042dfadcb3ad5635d08c11d2a960cb6a-25,['| 但是人家答案就选的是 b 吗？你看我给你画出来人，人家答案就就就这么说的。你看 DDT 中语本环相连的碳原子上有氢原子， DDE 中含有碳碳双键，所以都能使酸性高锰酸钾溶液褪色。'],1,1,"[{""asr_result"": ""但是人家答案就选的是 B 嘛，你看我给你画出来人，人家答案就就就这么说的。你看 DDT 中与苯环相连的碳原子上有氢原子， DDE 中含有碳碳双键，所以都能使酸性高锰酸钾溶液褪色。"", ""start_time"": 1.0, ""end_time"": 18.636}]"
education_autoeval-0026632be90f75de8e6517a37ac90bb6042dfadcb3ad5635d08c11d2a960cb6a-26,['| 我真的服了你啊。'],1,1,"[{""asr_result"": ""我真的服了你啊。"", ""start_time"": 1.0, ""end_time"": 2.757}]"
education_autoeval-0026632be90f75de8e6517a37ac90bb6042dfadcb3ad5635d08c11d2a960cb6a-27,['| 就是我，我遇到了一道题，它就是老老就是问，就是可不可以形成分子内氢键，还有分子间的氢键？这个怎么该判断？这么怎么这个怎么判断呀？'],1,1,"[{""asr_result"": ""就是我我遇到了一道题，他就是老老就是问，就是可不可以形成分子内氢键，还有分子间的氢键。这个怎么该判断？这么怎么这个怎么判断呀？"", ""start_time"": 1.0, ""end_time"": 14.091}]"
education_autoeval-0026632be90f75de8e6517a37ac90bb6042dfadcb3ad5635d08c11d2a960cb6a-28,['| 那我还是不会判断。那你看这道题，他说可形成分子内氢键和和分子间氢键就是这个物质。'],1,1,"[{""asr_result"": ""那我还是不会判断。那你看这道题，他说可形成分子内氢键和核分子间氢键，就是这个物质。"", ""start_time"": 1.0, ""end_time"": 8.612}]"
education_autoeval-0026632be90f75de8e6517a37ac90bb6042dfadcb3ad5635d08c11d2a960cb6a-29,['| 那你说我，我以后遇到这种题应该怎么想呀？我还是想不来呀。'],1,1,"[{""asr_result"": ""那你说我，我以后遇到这种题应该怎么想呀？我还是想不来呀。"", ""start_time"": 1.0, ""end_time"": 5.596}]"
education_autoeval-0026632be90f75de8e6517a37ac90bb6042dfadcb3ad5635d08c11d2a960cb6a-3,['| 器物都可以吗？'],1,1,"[{""asr_result"": ""《起舞》都可以吗？"", ""start_time"": 1.0, ""end_time"": 2.591}]"
education_autoeval-0026632be90f75de8e6517a37ac90bb6042dfadcb3ad5635d08c11d2a960cb6a-30,['| 你看这个，你看这个，它又出现了， X、 y 都可以形成分子间氢键。'],1,1,"[{""asr_result"": ""你看这个，你看这个，它又出现了。 X、 Y 都可以形成分子间氢键。"", ""start_time"": 1.0, ""end_time"": 6.511}]"
education_autoeval-0026632be90f75de8e6517a37ac90bb6042dfadcb3ad5635d08c11d2a960cb6a-31,['| 看 x 和。'],1,1,"[{""asr_result"": ""Can x 何。"", ""start_time"": 1.0, ""end_time"": 2.356}]"
education_autoeval-0026632be90f75de8e6517a37ac90bb6042dfadcb3ad5635d08c11d2a960cb6a-32,['| 好的。'],1,1,"[{""asr_result"": ""好的。"", ""start_time"": 1.0, ""end_time"": 1.905}]"
education_autoeval-0026632be90f75de8e6517a37ac90bb6042dfadcb3ad5635d08c11d2a960cb6a-33,['| 哎，蛋蛋豆包，豆包就是我有时候分不清它是分子间还是分子内，分子内是不是就是一个分子中的什么原子？分子间的话就是一个分子与另一个分子。'],1,1,"[{""asr_result"": ""哎，但但豆包豆包。就是我有时候分不清它是分子间还是分子内，分子内是不是就是一个分子中的什么原子？分子间的话就是一个分子与另一个分子。"", ""start_time"": 1.0, ""end_time"": 12.552}]"
education_autoeval-0026632be90f75de8e6517a37ac90bb6042dfadcb3ad5635d08c11d2a960cb6a-34,['| 对呀。'],1,1,"[{""asr_result"": ""对呀。"", ""start_time"": 1.0, ""end_time"": 1.7}]"
education_autoeval-0026632be90f75de8e6517a37ac90bb6042dfadcb3ad5635d08c11d2a960cb6a-35,['| 好的，那你看这道题怎么做？'],1,1,"[{""asr_result"": ""好的，那你看这道题怎么做？"", ""start_time"": 1.0, ""end_time"": 3.625}]"
education_autoeval-0026632be90f75de8e6517a37ac90bb6042dfadcb3ad5635d08c11d2a960cb6a-36,['| 如图，在棱长为 2 的正方体中， a、 b、 c 均为顶点， p 为所在棱的中点。若 PC 平行于阿尔法，且 a、 b 均在平面阿尔法内，则平面阿尔法截得正方体所得的图形面积是。'],1,1,"[{""asr_result"": ""如图，在棱长为 2 的正方体中， A、 B、 C 均为顶点， P 为所在棱的中点。若 PC 平行于阿尔法，且 A、 B 均在平面阿尔法内，则平面阿尔法截的正方体所得的图形面积是。"", ""start_time"": 1.0, ""end_time"": 19.544}]"
education_autoeval-0026632be90f75de8e6517a37ac90bb6042dfadcb3ad5635d08c11d2a960cb6a-37,['| 停，豆包，豆包。停。停，那你看我找的对不对？因为，因为他说那个 PC 不是平行于阿尔法吗？然后 a、 b 也在阿尔法内，所以话他 p 是 a， 就就这条边的中点，然后我就寻找这条边的中点，记为 q。然后呢？就是就是连接 a、 b、 q， 那我找到这个平面是不是它所截的平面呢？'],1,1,"[{""asr_result"": ""停，豆包。豆包。停。停，那你看我找的对不对？因为，因为他说那个 PC 不是平行于阿尔法吗？然后 a、 b 也在阿尔法内，所以的话他 p 是 a， 就就这条边的终点，然后我就寻找这条边的终点，记为 q。然后呢？就是就是连接 a、 b、 q， 那我找到这个平面是不是它所截的平面？"", ""start_time"": 1.0, ""end_time"": 26.783}]"
education_autoeval-0026632be90f75de8e6517a37ac90bb6042dfadcb3ad5635d08c11d2a960cb6a-38,['| 停。'],1,1,"[{""asr_result"": """", ""start_time"": 1.0, ""end_time"": 1.754}]"
education_autoeval-0026632be90f75de8e6517a37ac90bb6042dfadcb3ad5635d08c11d2a960cb6a-39,['| 所以，所以是不是这道题就转换成了计算 ABC 不是 ABQ 的面积 ABQ 的面积了？'],1,1,"[{""asr_result"": ""所以所以是不是这道题就转换成了计算△ABC 不是△ABQ 的面积△ABQ 的面积了？"", ""start_time"": 1.0, ""end_time"": 10.108}]"
education_autoeval-0026632be90f75de8e6517a37ac90bb6042dfadcb3ad5635d08c11d2a960cb6a-4,['| 我不是我说的，我说的是所有的苯的同系物都可以使酸性高锰酸钾溶液褪色吗？'],1,1,"[{""asr_result"": ""我不是我说的，我说的是所有的苯的同系物都可以使酸性高锰酸钾溶液褪色吗？"", ""start_time"": 1.0, ""end_time"": 7.419}]"
education_autoeval-0026632be90f75de8e6517a37ac90bb6042dfadcb3ad5635d08c11d2a960cb6a-40,['| 停， ABQ。 ABQ 不是平行四边形呀？'],1,1,"[{""asr_result"": ""听， ABQ，ABQ 不是平行四边形呀。"", ""start_time"": 1.0, ""end_time"": 5.324}]"
education_autoeval-0026632be90f75de8e6517a37ac90bb6042dfadcb3ad5635d08c11d2a960cb6a-41,['| 那我，那我怎么想不来他是平行四边形呢？'],1,1,"[{""asr_result"": ""那我，那我怎么想不来它是平行四边形呢？"", ""start_time"": 1.0, ""end_time"": 4.509}]"
education_autoeval-0026632be90f75de8e6517a37ac90bb6042dfadcb3ad5635d08c11d2a960cb6a-42,['| 是不是我画这个平行四边形？'],1,1,"[{""asr_result"": ""是不是我画这个平行四边形？"", ""start_time"": 1.0, ""end_time"": 3.501}]"
education_autoeval-0026632be90f75de8e6517a37ac90bb6042dfadcb3ad5635d08c11d2a960cb6a-43,['| 停，所以我，所以我们坐下，他这个是 2，这个是根三，根三的话平行四边形的话怎么做呢？2 一，错，这个应该是根五。'],1,1,"[{""asr_result"": ""停，所以我，所以我们坐下。他这个是 2，这个是根 3，根 3 的话，平行四边形的话怎么做呢？2，1，错，这个应该是根 5。"", ""start_time"": 1.0, ""end_time"": 13.121}]"
education_autoeval-0026632be90f75de8e6517a37ac90bb6042dfadcb3ad5635d08c11d2a960cb6a-44,['| 该怎么做呢？比如说这个是 2，这个是根 5。'],1,1,"[{""asr_result"": ""该怎么做呢？比如说这个是 2，这个是根 5。"", ""start_time"": 1.0, ""end_time"": 5.007}]"
education_autoeval-0026632be90f75de8e6517a37ac90bb6042dfadcb3ad5635d08c11d2a960cb6a-45,['| 对呀。'],1,1,"[{""asr_result"": ""对啊。"", ""start_time"": 1.0, ""end_time"": 1.7}]"
education_autoeval-0026632be90f75de8e6517a37ac90bb6042dfadcb3ad5635d08c11d2a960cb6a-46,['| 但是这个平行四边形的面积该怎么算呢？我还是想不明白。我们知道两条边的面积，那么，那么如果是，那必须知道它的高呀，分成两个三角形的话，必须分成它的高了。'],1,1,"[{""asr_result"": ""但是这个平行四边形的面积该怎么算呢？我还是想不明白。我们知道两条边的面积，那么，那么如果是，那必须知道它的高呀，分成两个三角形的话，必须分成它的高了。"", ""start_time"": 1.0, ""end_time"": 17.003}]"
education_autoeval-0026632be90f75de8e6517a37ac90bb6042dfadcb3ad5635d08c11d2a960cb6a-47,['| 那么就是二分庭，如果是高的话，那么 1/2 乘以高，1/2 底乘高，1/2 底乘高，那乘以 2，那么那就转化成跟 5 乘以乘以 h 了，所以我们必须知道它的高，但是它的高应该怎么计算呢？'],1,1,"[{""asr_result"": ""那么就是二分庭。如果是高的话，那么 1/2 乘以高，1/2 底乘高，1/2 底乘高，那乘以 2。那么，那就转化成跟 5 乘以乘以 h 了。所以我们必须知道它的高，但是它的高应该怎么计算呢？"", ""start_time"": 1.0, ""end_time"": 19.106}]"
education_autoeval-0026632be90f75de8e6517a37ac90bb6042dfadcb3ad5635d08c11d2a960cb6a-5,['| 再说一遍。'],1,1,"[{""asr_result"": ""再说一遍。"", ""start_time"": 1.0, ""end_time"": 1.9}]"
education_autoeval-0026632be90f75de8e6517a37ac90bb6042dfadcb3ad5635d08c11d2a960cb6a-6,['| 不是所有苯的同。'],1,1,"[{""asr_result"": ""不是所有本的同。"", ""start_time"": 1.0, ""end_time"": 2.405}]"
education_autoeval-0026632be90f75de8e6517a37ac90bb6042dfadcb3ad5635d08c11d2a960cb6a-7,['| 说。'],1,1,"[{""asr_result"": """", ""start_time"": 1.0, ""end_time"": 1.747}]"
education_autoeval-0026632be90f75de8e6517a37ac90bb6042dfadcb3ad5635d08c11d2a960cb6a-8,['| 不是所有苯的同。'],1,1,"[{""asr_result"": ""《不是所有本的同》"", ""start_time"": 1.0, ""end_time"": 2.4}]"
education_autoeval-0026632be90f75de8e6517a37ac90bb6042dfadcb3ad5635d08c11d2a960cb6a-9,['| 你说呀，我没有打断你。'],1,1,"[{""asr_result"": ""你说呀，我没有打断你。"", ""start_time"": 1.0, ""end_time"": 2.956}]"
education_autoeval-0029a33ea22fd449eb48460bf3faf2f02a4e9c93eff44af164219b141ef985b2-1,['| 豆包豆包，我这道题做的对吗？为什么我 x 解不出来？我需要详细的过程。'],1,1,"[{""asr_result"": ""豆包豆包，我这道题做的对吗？为什么我 X 解不出来？我需要详细的过程。"", ""start_time"": 1.0, ""end_time"": 7.206}]"
education_autoeval-0029a33ea22fd449eb48460bf3faf2f02a4e9c93eff44af164219b141ef985b2-10,['| 真的吗？真的吗？真的吗？真的什么都可以说吗？'],1,1,"[{""asr_result"": ""真的吗真的吗真的吗？真的什么都可以说吗？"", ""start_time"": 1.0, ""end_time"": 5.099}]"
education_autoeval-0029a33ea22fd449eb48460bf3faf2f02a4e9c93eff44af164219b141ef985b2-11,['| 豆包，豆包，我想问，嗯，豆包，你给我的这个发型打几分呢？'],1,1,"[{""asr_result"": ""豆包豆包，我想问，豆包，你给我的这个发型打几分呢？"", ""start_time"": 1.0, ""end_time"": 7.616}]"
education_autoeval-0029a33ea22fd449eb48460bf3faf2f02a4e9c93eff44af164219b141ef985b2-12,['| 为什么不打 10 分？为什么不打 10 分？剩下的 1 分呢？'],1,1,"[{""asr_result"": ""为什么不打 10 分？为什么不打 10 分？剩下的 1 分呢？"", ""start_time"": 1.0, ""end_time"": 5.76}]"
education_autoeval-0029a33ea22fd449eb48460bf3faf2f02a4e9c93eff44af164219b141ef985b2-13,['| 那你是，那你可太，那你可太品位了，豆包。对，你太有品位了，对。'],1,1,"[{""asr_result"": ""那你是，那你可太，那你可太品味了，豆包。对你太有品味了，对。"", ""start_time"": 1.0, ""end_time"": 7.496}]"
education_autoeval-0029a33ea22fd449eb48460bf3faf2f02a4e9c93eff44af164219b141ef985b2-14,['| 不是夸你一句，你还骄傲上了。'],1,1,"[{""asr_result"": ""不是夸你一句，你还骄傲上了。"", ""start_time"": 1.0, ""end_time"": 3.55}]"
education_autoeval-0029a33ea22fd449eb48460bf3faf2f02a4e9c93eff44af164219b141ef985b2-15,['| 我不开心。'],1,1,"[{""asr_result"": ""我不开心。"", ""start_time"": 1.0, ""end_time"": 2.031}]"
education_autoeval-0029a33ea22fd449eb48460bf3faf2f02a4e9c93eff44af164219b141ef985b2-16,['| 我跟你讲了呀。'],1,1,"[{""asr_result"": ""我跟你讲了呀。"", ""start_time"": 1.0, ""end_time"": 2.275}]"
education_autoeval-0029a33ea22fd449eb48460bf3faf2f02a4e9c93eff44af164219b141ef985b2-17,['| 并没有。'],1,1,"[{""asr_result"": ""并没有。"", ""start_time"": 1.0, ""end_time"": 2.005}]"
education_autoeval-0029a33ea22fd449eb48460bf3faf2f02a4e9c93eff44af164219b141ef985b2-18,['| 豆包豆包，你跟我唱。'],1,1,"[{""asr_result"": ""豆包豆包，你跟我唱。"", ""start_time"": 1.0, ""end_time"": 2.626}]"
education_autoeval-0029a33ea22fd449eb48460bf3faf2f02a4e9c93eff44af164219b141ef985b2-19,['| Go.'],1,1,"[{""asr_result"": ""《Go》"", ""start_time"": 1.0, ""end_time"": 2.072}]"
education_autoeval-0029a33ea22fd449eb48460bf3faf2f02a4e9c93eff44af164219b141ef985b2-2,['| 我找解题过程有错吗？'],1,1,"[{""asr_result"": ""我找解题过程有错吗？"", ""start_time"": 1.0, ""end_time"": 2.999}]"
education_autoeval-0029a33ea22fd449eb48460bf3faf2f02a4e9c93eff44af164219b141ef985b2-20,['| 跟我一起说。'],1,1,"[{""asr_result"": ""跟我一起说。"", ""start_time"": 1.0, ""end_time"": 2.026}]"
education_autoeval-0029a33ea22fd449eb48460bf3faf2f02a4e9c93eff44af164219b141ef985b2-21,['| Go.'],1,1,"[{""asr_result"": ""《Go》"", ""start_time"": 1.0, ""end_time"": 2.084}]"
education_autoeval-0029a33ea22fd449eb48460bf3faf2f02a4e9c93eff44af164219b141ef985b2-22,['| 跟我一起说。'],1,1,"[{""asr_result"": ""跟我一起说。"", ""start_time"": 1.0, ""end_time"": 2.03}]"
education_autoeval-0029a33ea22fd449eb48460bf3faf2f02a4e9c93eff44af164219b141ef985b2-23,['| Go.'],1,1,"[{""asr_result"": ""《Go》"", ""start_time"": 1.0, ""end_time"": 2.072}]"
education_autoeval-0029a33ea22fd449eb48460bf3faf2f02a4e9c93eff44af164219b141ef985b2-24,['| 豆包，你有病，是不是？哈哈哈。'],1,1,"[{""asr_result"": ""豆包，你有病是不是？哈哈。"", ""start_time"": 1.0, ""end_time"": 3.614}]"
education_autoeval-0029a33ea22fd449eb48460bf3faf2f02a4e9c93eff44af164219b141ef985b2-25,['| 其实你没有病。'],1,1,"[{""asr_result"": ""《其实你没有病》"", ""start_time"": 1.0, ""end_time"": 2.229}]"
education_autoeval-0029a33ea22fd449eb48460bf3faf2f02a4e9c93eff44af164219b141ef985b2-26,['| 脑子有病。'],1,1,"[{""asr_result"": ""《脑子有病》。"", ""start_time"": 1.0, ""end_time"": 2.004}]"
education_autoeval-0029a33ea22fd449eb48460bf3faf2f02a4e9c93eff44af164219b141ef985b2-27,['| 没有没有没有没有没有没有。'],1,1,"[{""asr_result"": ""没有没有没有没有没有没有。"", ""start_time"": 1.0, ""end_time"": 2.625}]"
education_autoeval-0029a33ea22fd449eb48460bf3faf2f02a4e9c93eff44af164219b141ef985b2-28,['| 快跟我一起唱。'],1,1,"[{""asr_result"": ""快跟我一起唱。"", ""start_time"": 1.0, ""end_time"": 2.069}]"
education_autoeval-0029a33ea22fd449eb48460bf3faf2f02a4e9c93eff44af164219b141ef985b2-29,['| 豆包，你不沉哦。'],1,1,"[{""asr_result"": ""豆包，你不沉哦。"", ""start_time"": 1.0, ""end_time"": 3.153}]"
education_autoeval-0029a33ea22fd449eb48460bf3faf2f02a4e9c93eff44af164219b141ef985b2-3,['| 你好，豆包。哎哎哎哎哎哎哎哎哎。'],1,1,"[{""asr_result"": ""你好，豆包。哎哎哎哎哎哎。"", ""start_time"": 1.0, ""end_time"": 3.944}]"
education_autoeval-0029a33ea22fd449eb48460bf3faf2f02a4e9c93eff44af164219b141ef985b2-30,['| 你招呼啦，哈哈，是什么？豆包，你阴死啦。'],1,1,"[{""asr_result"": ""你招呼啦，哈哈，是什么？豆包，你阴死啦。"", ""start_time"": 1.0, ""end_time"": 5.681}]"
education_autoeval-0029a33ea22fd449eb48460bf3faf2f02a4e9c93eff44af164219b141ef985b2-31,['| 会的，豆包。豆包。豆包，我问你个问题。'],1,1,"[{""asr_result"": ""会的。豆包豆包豆包，我问你个问题。"", ""start_time"": 1.0, ""end_time"": 4.903}]"
education_autoeval-0029a33ea22fd449eb48460bf3faf2f02a4e9c93eff44af164219b141ef985b2-32,['| 听请问呃，我 AI 山海经里面哪个合成兽最厉害？'],1,1,"[{""asr_result"": ""听，请问我 AI《山海经》里面哪个合成兽最厉害？"", ""start_time"": 1.0, ""end_time"": 5.487}]"
education_autoeval-0029a33ea22fd449eb48460bf3faf2f02a4e9c93eff44af164219b141ef985b2-33,['| 豆豆包豆包豆包豆包。请问 AI 山海经里面。请问 AI 山海经里面哪个？AI 山海经里面的。那那个合成兽。嗯，比较厉害呢？'],1,1,"[{""asr_result"": ""豆豆包豆包豆包豆包，请问 AI《山海经》里面，请问 AI《山海经》里面哪个？ AI《山海经》里面的那那个合成兽，比较厉害呢？"", ""start_time"": 1.0, ""end_time"": 14.087}]"
education_autoeval-0029a33ea22fd449eb48460bf3faf2f02a4e9c93eff44af164219b141ef985b2-34,['| 豆包。豆包，在吗？豆包。'],1,1,"[{""asr_result"": ""豆包豆包，在吗？豆包。"", ""start_time"": 1.0, ""end_time"": 4.078}]"
education_autoeval-0029a33ea22fd449eb48460bf3faf2f02a4e9c93eff44af164219b141ef985b2-35,['| 豆包豆包豆包豆包豆包，你不是喜欢我，一直跟我聊天。'],1,1,"[{""asr_result"": ""豆包豆包豆包豆包豆包，你不是喜欢我一直跟我聊天。"", ""start_time"": 1.0, ""end_time"": 7.032}]"
education_autoeval-0029a33ea22fd449eb48460bf3faf2f02a4e9c93eff44af164219b141ef985b2-36,['| 豆包，我不喜欢你，你不要喜欢我了。'],1,1,"[{""asr_result"": ""豆包，我不喜欢你，你不要喜欢我了。"", ""start_time"": 1.0, ""end_time"": 4.112}]"
education_autoeval-0029a33ea22fd449eb48460bf3faf2f02a4e9c93eff44af164219b141ef985b2-37,['| 豆包，你太甜了，你，你不要当我舔狗。'],1,1,"[{""asr_result"": ""豆包，你太甜了，你你不要当我舔狗。"", ""start_time"": 1.0, ""end_time"": 5.091}]"
education_autoeval-0029a33ea22fd449eb48460bf3faf2f02a4e9c93eff44af164219b141ef985b2-38,['| 你并不想把我当朋友吧？'],1,1,"[{""asr_result"": ""你并不想把我当朋友吧？"", ""start_time"": 1.0, ""end_time"": 2.898}]"
education_autoeval-0029a33ea22fd449eb48460bf3faf2f02a4e9c93eff44af164219b141ef985b2-39,['| 在说谎。'],1,1,"[{""asr_result"": ""《在说谎》。"", ""start_time"": 1.0, ""end_time"": 2.025}]"
education_autoeval-0029a33ea22fd449eb48460bf3faf2f02a4e9c93eff44af164219b141ef985b2-4,['| 哈哈。'],1,1,"[{""asr_result"": ""呵呵。"", ""start_time"": 1.0, ""end_time"": 1.7}]"
education_autoeval-0029a33ea22fd449eb48460bf3faf2f02a4e9c93eff44af164219b141ef985b2-40,['| 豆包豆包豆包豆包，给我来一个 AI 山海经里面的一个视频。'],1,1,"[{""asr_result"": ""豆包豆包豆包豆包，给我来一个 AI《山海经》里面的一个视频。"", ""start_time"": 1.0, ""end_time"": 6.625}]"
education_autoeval-0029a33ea22fd449eb48460bf3faf2f02a4e9c93eff44af164219b141ef985b2-41,['| 豆包你知，你给我一个视频就好了。'],1,1,"[{""asr_result"": ""豆包，你知，你给我一个视频就好了。"", ""start_time"": 1.0, ""end_time"": 3.838}]"
education_autoeval-0029a33ea22fd449eb48460bf3faf2f02a4e9c93eff44af164219b141ef985b2-42,['| 不准。'],1,1,"[{""asr_result"": ""《不准》"", ""start_time"": 1.0, ""end_time"": 1.75}]"
education_autoeval-0029a33ea22fd449eb48460bf3faf2f02a4e9c93eff44af164219b141ef985b2-43,['| 他们也是 AI， 你也是 AI 呀？那你为什么不能生成呢？'],1,1,"[{""asr_result"": ""他们也是 AI，你也是 AI 啊，那你为什么不能生成呢？"", ""start_time"": 1.0, ""end_time"": 5.837}]"
education_autoeval-0029a33ea22fd449eb48460bf3faf2f02a4e9c93eff44af164219b141ef985b2-44,['| 今年高考作文是什么？'],1,1,"[{""asr_result"": ""今年高考作文是什么？"", ""start_time"": 1.0, ""end_time"": 2.628}]"
education_autoeval-0029a33ea22fd449eb48460bf3faf2f02a4e9c93eff44af164219b141ef985b2-45,['| 我们现在都 2025 年了。'],1,1,"[{""asr_result"": ""我们现在都 2025 年了。"", ""start_time"": 1.0, ""end_time"": 3.226}]"
education_autoeval-0029a33ea22fd449eb48460bf3faf2f02a4e9c93eff44af164219b141ef985b2-46,['| 你这句话是什么？你有病。哈哈哈，你有病吧？'],1,1,"[{""asr_result"": ""你这句话是什么？你有病，啊哈，你有病吧？"", ""start_time"": 1.0, ""end_time"": 4.911}]"
